asset_id,occurred_at,version,event_id,value,unit,quality,source
DAM-A-RF-02,2026-07-01T04:15:00+08:00,1,evt-rf-0051-1,0.36,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:15:00+08:00,1,evt-rf-0051-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:15:00+08:00,1,evt-rf-0051-3,0.24,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:15:00+08:00,1,evt-rf-0051-4,0.04,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:20:00+08:00,1,evt-rf-0052-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:20:00+08:00,1,evt-rf-0052-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:20:00+08:00,1,evt-rf-0052-2,0.1,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:20:00+08:00,1,evt-rf-0052-3,0.31,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:20:00+08:00,1,evt-rf-0052-4,0.5,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:25:00+08:00,1,evt-rf-0053-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:25:00+08:00,1,evt-rf-0053-1,0.54,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:25:00+08:00,1,evt-rf-0053-2,0.44,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:25:00+08:00,1,evt-rf-0053-3,0.51,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:25:00+08:00,1,evt-rf-0053-4,0.19,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:30:00+08:00,1,evt-rf-0054-0,0.32,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:30:00+08:00,1,evt-rf-0054-1,0.45,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:30:00+08:00,1,evt-rf-0054-2,0.39,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:30:00+08:00,1,evt-rf-0054-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:30:00+08:00,1,evt-rf-0054-4,0.0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:35:00+08:00,1,evt-rf-0055-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:35:00+08:00,1,evt-rf-0055-1,0.03,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:35:00+08:00,1,evt-rf-0055-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:35:00+08:00,1,evt-rf-0055-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:35:00+08:00,1,evt-rf-0055-4,0.05,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:40:00+08:00,1,evt-rf-0056-0,0.23,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:40:00+08:00,1,evt-rf-0056-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:40:00+08:00,1,evt-rf-0056-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:40:00+08:00,1,evt-rf-0056-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:40:00+08:00,1,evt-rf-0056-4,0.23,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:45:00+08:00,1,evt-rf-0057-0,0.5,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:45:00+08:00,1,evt-rf-0057-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:45:00+08:00,1,evt-rf-0057-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:45:00+08:00,1,evt-rf-0057-3,0.62,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:45:00+08:00,1,evt-rf-0057-4,0.21,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:50:00+08:00,1,evt-rf-0058-0,0.21,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:50:00+08:00,1,evt-rf-0058-1,0.59,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:50:00+08:00,1,evt-rf-0058-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:50:00+08:00,1,evt-rf-0058-3,0.08,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:50:00+08:00,1,evt-rf-0058-4,0.01,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:55:00+08:00,1,evt-rf-0059-0,0.34,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:55:00+08:00,1,evt-rf-0059-1,0.64,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:55:00+08:00,1,evt-rf-0059-2,0.32,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:55:00+08:00,1,evt-rf-0059-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:55:00+08:00,1,evt-rf-0059-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:00:00+08:00,1,evt-rf-0060-0,0.31,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:00:00+08:00,1,evt-rf-0060-1,0.76,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:00:00+08:00,1,evt-rf-0060-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:00:00+08:00,1,evt-rf-0060-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:00:00+08:00,1,evt-rf-0060-4,0.2,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:05:00+08:00,1,evt-rf-0061-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:05:00+08:00,1,evt-rf-0061-1,0.19,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:05:00+08:00,1,evt-rf-0061-2,0.28,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:05:00+08:00,1,evt-rf-0061-3,0.56,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:05:00+08:00,1,evt-rf-0061-4,0.27,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:10:00+08:00,1,evt-rf-0062-0,0.28,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:10:00+08:00,1,evt-rf-0062-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:10:00+08:00,1,evt-rf-0062-2,0.32,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:10:00+08:00,1,evt-rf-0062-3,0.64,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:10:00+08:00,1,evt-rf-0062-4,0.39,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:15:00+08:00,1,evt-rf-0063-0,0.34,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:15:00+08:00,1,evt-rf-0063-1,0.02,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:15:00+08:00,1,evt-rf-0063-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:15:00+08:00,1,evt-rf-0063-3,0.74,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:15:00+08:00,1,evt-rf-0063-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:20:00+08:00,1,evt-rf-0064-0,0.03,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:20:00+08:00,1,evt-rf-0064-1,0.43,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:20:00+08:00,1,evt-rf-0064-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:20:00+08:00,1,evt-rf-0064-3,0.51,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:20:00+08:00,1,evt-rf-0064-4,0.01,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:25:00+08:00,1,evt-rf-0065-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:25:00+08:00,1,evt-rf-0065-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:25:00+08:00,1,evt-rf-0065-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:25:00+08:00,1,evt-rf-0065-3,0.03,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:25:00+08:00,1,evt-rf-0065-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:30:00+08:00,1,evt-rf-0066-0,0.05,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:30:00+08:00,1,evt-rf-0066-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:30:00+08:00,1,evt-rf-0066-2,0.31,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:30:00+08:00,1,evt-rf-0066-3,0.13,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:30:00+08:00,1,evt-rf-0066-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:35:00+08:00,1,evt-rf-0067-0,0.17,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:35:00+08:00,1,evt-rf-0067-1,0.76,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:35:00+08:00,1,evt-rf-0067-2,0.21,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:35:00+08:00,1,evt-rf-0067-3,0.18,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:35:00+08:00,1,evt-rf-0067-4,0.06,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:40:00+08:00,1,evt-rf-0068-0,0.03,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:40:00+08:00,1,evt-rf-0068-1,0.76,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:40:00+08:00,1,evt-rf-0068-2,0.15,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:40:00+08:00,1,evt-rf-0068-3,0.71,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:40:00+08:00,1,evt-rf-0068-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:45:00+08:00,1,evt-rf-0069-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:45:00+08:00,1,evt-rf-0069-1,0.69,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:45:00+08:00,1,evt-rf-0069-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:45:00+08:00,1,evt-rf-0069-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:45:00+08:00,1,evt-rf-0069-4,0.69,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:50:00+08:00,1,evt-rf-0070-0,0.08,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:50:00+08:00,1,evt-rf-0070-1,0.29,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:50:00+08:00,1,evt-rf-0070-2,0.27,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:50:00+08:00,1,evt-rf-0070-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:50:00+08:00,1,evt-rf-0070-4,0.36,mm,valid,simulator
DAM-A-RF-01,2026-07-01T05:55:00+08:00,1,evt-rf-0071-0,0.26,mm,valid,simulator
DAM-A-RF-02,2026-07-01T05:55:00+08:00,1,evt-rf-0071-1,0.47,mm,valid,simulator
DAM-A-RF-03,2026-07-01T05:55:00+08:00,1,evt-rf-0071-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T05:55:00+08:00,1,evt-rf-0071-3,0.05,mm,valid,simulator
DAM-A-RF-05,2026-07-01T05:55:00+08:00,1,evt-rf-0071-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:00:00+08:00,1,evt-rf-0072-0,0.56,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:00:00+08:00,1,evt-rf-0072-1,0.36,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:00:00+08:00,1,evt-rf-0072-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:00:00+08:00,1,evt-rf-0072-3,0.44,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:00:00+08:00,1,evt-rf-0072-4,0.11,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:05:00+08:00,1,evt-rf-0073-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:05:00+08:00,1,evt-rf-0073-1,0.26,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:05:00+08:00,1,evt-rf-0073-2,0.29,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:05:00+08:00,1,evt-rf-0073-3,0.47,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:05:00+08:00,1,evt-rf-0073-4,0.36,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:10:00+08:00,1,evt-rf-0074-0,8.58,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:10:00+08:00,1,evt-rf-0074-1,8.25,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:10:00+08:00,1,evt-rf-0074-2,8.48,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:10:00+08:00,1,evt-rf-0074-3,8.33,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:10:00+08:00,1,evt-rf-0074-4,8.52,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:15:00+08:00,1,evt-rf-0075-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:15:00+08:00,1,evt-rf-0075-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:15:00+08:00,1,evt-rf-0075-2,0.39,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:15:00+08:00,1,evt-rf-0075-3,0.16,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:15:00+08:00,1,evt-rf-0075-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:20:00+08:00,1,evt-rf-0076-0,0.31,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:20:00+08:00,1,evt-rf-0076-1,0.2,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:20:00+08:00,1,evt-rf-0076-2,0.68,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:20:00+08:00,1,evt-rf-0076-3,0.19,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:20:00+08:00,1,evt-rf-0076-4,0.15,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:25:00+08:00,1,evt-rf-0077-0,0.36,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:25:00+08:00,1,evt-rf-0077-1,0.41,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:25:00+08:00,1,evt-rf-0077-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:25:00+08:00,1,evt-rf-0077-3,0.83,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:25:00+08:00,1,evt-rf-0077-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:30:00+08:00,1,evt-rf-0078-0,0.14,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:30:00+08:00,1,evt-rf-0078-1,0.52,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:30:00+08:00,1,evt-rf-0078-2,0.36,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:30:00+08:00,1,evt-rf-0078-3,0.13,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:30:00+08:00,1,evt-rf-0078-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:35:00+08:00,1,evt-rf-0079-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:35:00+08:00,1,evt-rf-0079-1,0.41,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:35:00+08:00,1,evt-rf-0079-2,0.65,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:35:00+08:00,1,evt-rf-0079-3,0.54,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:35:00+08:00,1,evt-rf-0079-4,0.32,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:40:00+08:00,1,evt-rf-0080-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:40:00+08:00,1,evt-rf-0080-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:40:00+08:00,1,evt-rf-0080-2,0.24,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:40:00+08:00,1,evt-rf-0080-3,0.27,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:40:00+08:00,1,evt-rf-0080-4,0.11,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:45:00+08:00,1,evt-rf-0081-0,0.14,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:45:00+08:00,1,evt-rf-0081-1,0.29,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:45:00+08:00,1,evt-rf-0081-2,0.21,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:45:00+08:00,1,evt-rf-0081-3,0.01,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:45:00+08:00,1,evt-rf-0081-4,0.34,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:50:00+08:00,1,evt-rf-0082-0,0.17,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:50:00+08:00,1,evt-rf-0082-1,0.24,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:50:00+08:00,1,evt-rf-0082-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:50:00+08:00,1,evt-rf-0082-3,0.7,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:50:00+08:00,1,evt-rf-0082-4,0.38,mm,valid,simulator
DAM-A-RF-01,2026-07-01T06:55:00+08:00,1,evt-rf-0083-0,0.57,mm,valid,simulator
DAM-A-RF-02,2026-07-01T06:55:00+08:00,1,evt-rf-0083-1,0.17,mm,valid,simulator
DAM-A-RF-03,2026-07-01T06:55:00+08:00,1,evt-rf-0083-2,0.55,mm,valid,simulator
DAM-A-RF-04,2026-07-01T06:55:00+08:00,1,evt-rf-0083-3,0.2,mm,valid,simulator
DAM-A-RF-05,2026-07-01T06:55:00+08:00,1,evt-rf-0083-4,0.49,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:00:00+08:00,1,evt-rf-0084-0,0.3,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:00:00+08:00,1,evt-rf-0084-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:00:00+08:00,1,evt-rf-0084-2,0.23,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:00:00+08:00,1,evt-rf-0084-3,0.31,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:00:00+08:00,1,evt-rf-0084-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:05:00+08:00,1,evt-rf-0085-0,0.5,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:05:00+08:00,1,evt-rf-0085-1,0.51,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:05:00+08:00,1,evt-rf-0085-2,0.36,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:05:00+08:00,1,evt-rf-0085-3,0.17,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:05:00+08:00,1,evt-rf-0085-4,0.55,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:10:00+08:00,1,evt-rf-0086-0,0.54,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:10:00+08:00,1,evt-rf-0086-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:10:00+08:00,1,evt-rf-0086-2,0.55,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:10:00+08:00,1,evt-rf-0086-3,0.34,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:10:00+08:00,1,evt-rf-0086-4,0.58,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:15:00+08:00,1,evt-rf-0087-0,0.41,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:15:00+08:00,1,evt-rf-0087-1,0.32,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:15:00+08:00,1,evt-rf-0087-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:15:00+08:00,1,evt-rf-0087-3,0.41,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:15:00+08:00,1,evt-rf-0087-4,0.55,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:20:00+08:00,1,evt-rf-0088-0,0.21,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:20:00+08:00,1,evt-rf-0088-1,0.5,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:20:00+08:00,1,evt-rf-0088-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:20:00+08:00,1,evt-rf-0088-3,0.2,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:20:00+08:00,1,evt-rf-0088-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:25:00+08:00,1,evt-rf-0089-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:25:00+08:00,1,evt-rf-0089-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:25:00+08:00,1,evt-rf-0089-2,0.14,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:25:00+08:00,1,evt-rf-0089-3,0.04,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:25:00+08:00,1,evt-rf-0089-4,0.35,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:30:00+08:00,1,evt-rf-0090-0,0.22,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:30:00+08:00,1,evt-rf-0090-1,0.5,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:30:00+08:00,1,evt-rf-0090-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:30:00+08:00,1,evt-rf-0090-3,0.11,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:30:00+08:00,1,evt-rf-0090-4,0.07,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:35:00+08:00,1,evt-rf-0091-0,0.55,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:35:00+08:00,1,evt-rf-0091-1,0.74,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:35:00+08:00,1,evt-rf-0091-2,0.02,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:35:00+08:00,1,evt-rf-0091-3,0.72,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:35:00+08:00,1,evt-rf-0091-4,0.04,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:40:00+08:00,1,evt-rf-0092-0,0.39,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:40:00+08:00,1,evt-rf-0092-1,0.42,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:40:00+08:00,1,evt-rf-0092-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:40:00+08:00,1,evt-rf-0092-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:40:00+08:00,1,evt-rf-0092-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:45:00+08:00,1,evt-rf-0093-0,0.16,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:45:00+08:00,1,evt-rf-0093-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:45:00+08:00,1,evt-rf-0093-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:45:00+08:00,1,evt-rf-0093-3,0.11,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:45:00+08:00,1,evt-rf-0093-4,0.6,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:50:00+08:00,1,evt-rf-0094-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:50:00+08:00,1,evt-rf-0094-1,0.09,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:50:00+08:00,1,evt-rf-0094-2,0.55,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:50:00+08:00,1,evt-rf-0094-3,0.17,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:50:00+08:00,1,evt-rf-0094-4,0.39,mm,valid,simulator
DAM-A-RF-01,2026-07-01T07:55:00+08:00,1,evt-rf-0095-0,0.61,mm,valid,simulator
DAM-A-RF-02,2026-07-01T07:55:00+08:00,1,evt-rf-0095-1,0.21,mm,valid,simulator
DAM-A-RF-03,2026-07-01T07:55:00+08:00,1,evt-rf-0095-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T07:55:00+08:00,1,evt-rf-0095-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T07:55:00+08:00,1,evt-rf-0095-4,0.56,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:00:00+08:00,1,evt-rf-0096-0,0.25,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:00:00+08:00,1,evt-rf-0096-1,0.38,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:00:00+08:00,1,evt-rf-0096-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:00:00+08:00,1,evt-rf-0096-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:00:00+08:00,1,evt-rf-0096-4,0.56,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:05:00+08:00,1,evt-rf-0097-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:05:00+08:00,1,evt-rf-0097-1,0.52,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:05:00+08:00,1,evt-rf-0097-2,0.05,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:05:00+08:00,1,evt-rf-0097-3,0.1,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:05:00+08:00,1,evt-rf-0097-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:10:00+08:00,1,evt-rf-0098-0,0.12,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:10:00+08:00,1,evt-rf-0098-1,0.15,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:10:00+08:00,1,evt-rf-0098-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:10:00+08:00,1,evt-rf-0098-3,0.77,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:10:00+08:00,1,evt-rf-0098-4,0.23,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:15:00+08:00,1,evt-rf-0099-0,0.0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:15:00+08:00,1,evt-rf-0099-1,0.39,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:15:00+08:00,1,evt-rf-0099-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:15:00+08:00,1,evt-rf-0099-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:15:00+08:00,1,evt-rf-0099-4,0.18,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:20:00+08:00,1,evt-rf-0100-0,0.1,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:20:00+08:00,1,evt-rf-0100-1,0.29,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:20:00+08:00,1,evt-rf-0100-2,0.38,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:20:00+08:00,1,evt-rf-0100-3,0.5,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:20:00+08:00,1,evt-rf-0100-4,0.16,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:25:00+08:00,1,evt-rf-0101-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:25:00+08:00,1,evt-rf-0101-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T08:25:00+08:00,1,evt-rf-0101-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T08:25:00+08:00,1,evt-rf-0101-3,0.05,mm,valid,simulator
DAM-A-RF-05,2026-07-01T08:25:00+08:00,1,evt-rf-0101-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T08:30:00+08:00,1,evt-rf-0102-0,0.65,mm,valid,simulator
DAM-A-RF-02,2026-07-01T08:30:00+08:00,1,evt-rf-0102-1,0.56,mm,valid,simulator
